N,P,K,temperature,humidity,ph,EC,weather_temperature,weather_humidity,light_intensity,air_pressure,rainfall,crop
7,45,22,25.50634557,44.8302551,9.926212291,2.06,20.14,95.66,870.15,1018.44,7.97,mothbeans
17,58,25,31.12896766,43.58788762,6.455592696,1.44,12.98,52.47,146.48,1021.65,28.91,mothbeans
11,44,17,26.34043268,55.59160391,8.016210782,3.36,15.27,79.76,979,1029.13,23.6,mothbeans
22,49,22,28.23494706,61.5620517,3.71105919,3.05,22.85,59.36,789.58,998.11,26.75,mothbeans
9,51,19,27.04453473,49.32609633,5.49091063,2.84,17.19,62.65,664.35,988.61,10,mothbeans
28,48,15,25.16125354,55.25435777,9.254089438,1.85,25.18,84.49,708.42,995.66,17.68,mothbeans
26,50,19,27.3179125,51.66921088,6.005242945,1.31,20.53,82.74,333.56,996.83,10.51,mothbeans
36,56,20,25.4123765,49.66474269,7.437078236,3.35,23.05,66.55,616.3,995.29,20.44,mothbeans
8,60,18,31.21629982,46.01868196,3.808429173,3.49,15.73,67.82,791.32,1010.94,24.88,mothbeans
24,37,21,30.573999,58.22686794,5.818219385,2.41,19.64,90.55,763.69,1021.2,16.29,mothbeans
22,43,24,25.42517036,53.2208266,4.52363558,2.94,13.44,74.47,221.51,986.51,23.87,mothbeans
36,43,24,27.09400578,43.65305437,3.510404312,3.37,25.3,66.89,978.58,1003.8,20.57,mothbeans
22,44,24,24.30935081,56.32938343,6.030447288,1.43,20.29,95.54,233.32,1011.67,12.55,mothbeans
17,43,22,30.06142622,45.90067655,5.498340808,2.81,11.53,80.6,430.36,990.45,14.79,mothbeans
8,45,15,28.09568993,60.9835384,4.61136408,1.32,20.71,56.49,981.66,993.86,20.25,mothbeans
7,56,23,26.33908791,40.00933429,5.545219232,3.41,15.8,56.84,209.48,1022.44,9.12,mothbeans
36,57,16,28.61409059,57.14218792,8.292875734,2.77,23.24,82.69,686.73,1014.16,3.14,mothbeans
11,45,19,28.70012137,44.359648,3.828031463,3.49,17.85,81.15,671.78,1003.43,2.06,mothbeans
6,36,22,24.21610338,59.79236306,8.869532817,2.98,14.27,79.63,967.31,982.82,28.15,mothbeans
17,57,20,28.50677929,45.20094476,3.793575185,2.59,16.38,61.84,572.18,1010.47,3.63,mothbeans
4,47,20,25.97948991,64.95585424,4.193189124,1.39,17.59,91.03,886.38,981.17,5.11,mothbeans
9,49,16,30.88482722,41.36561835,7.661537348,1.3,21.9,95.1,297.08,1019.27,1.99,mothbeans
25,51,24,25.5042419,61.66852372,9.392694614,2.6,19.83,61.81,817.8,1029.91,16.85,mothbeans
36,44,21,25.12528913,51.33189406,4.516154055,2.78,26.64,81.27,431.85,1029.87,6.91,mothbeans
21,38,20,27.10508014,63.56791363,5.794289715,1.98,19.43,73.63,601.43,1000.27,11.52,mothbeans
37,57,20,31.1006247,44.82069159,7.354286985,2.65,23.1,55.36,825.73,996.71,20.33,mothbeans
32,48,18,26.45707778,56.40226277,5.993513566,1.25,19.89,51.02,268.75,1018.35,6.49,mothbeans
29,44,20,30.04132304,63.56222995,8.620107545,2.55,14.74,78.69,588.94,1016.26,4.38,mothbeans
25,51,18,27.77799528,54.82130787,9.45949344,3.1,20.17,57.7,781.81,981.69,24.23,mothbeans
10,44,24,30.99256944,43.02151392,8.0344125,2.98,14.35,88.77,421.67,990.58,0.12,mothbeans
23,35,18,26.4908332,47.36534833,5.414492777,2.11,27.46,92.92,231.69,989.77,17.62,mothbeans
9,60,23,31.96987867,57.17377029,6.276004336,3.33,12.76,60.55,856.49,1002.52,24.12,mothbeans
3,58,21,25.36140526,46.82652785,9.160691747,1.85,26.83,50.83,127.17,1022.35,1.15,mothbeans
22,42,22,25.54249137,56.96640758,7.887658711,1.29,15.04,63.08,295.59,1021.35,26.4,mothbeans
12,39,21,28.99319096,62.85948245,8.183844843,1.64,17.01,87.42,129.55,1011.75,4.26,mothbeans
39,36,22,29.34317422,60.50320928,9.072011412,2.82,17.38,65.86,349.64,988.94,19.75,mothbeans
32,41,16,28.63618921,61.39451307,7.702287236,2.41,13.66,93.75,695.98,991.77,8.85,mothbeans
30,41,15,24.83206631,44.17085032,5.88509677,1.78,14.81,73.99,501.46,983.65,26.23,mothbeans
19,36,22,25.44689075,58.55363573,6.16496284,1.65,12.43,84.37,653.22,1008.04,23.03,mothbeans
4,46,15,31.01274943,62.40392519,3.504752314,2.13,17.24,67.56,993.04,983.79,4.49,mothbeans
21,39,20,27.06179658,52.3003173,7.388007483,1.87,23.9,66.78,467.77,1016.29,10.46,mothbeans
35,57,25,27.0956288,42.26206161,8.340398059,3,11.34,66.75,511.58,998.82,14.21,mothbeans
22,55,24,28.56800579,57.30636014,8.66077954,2.6,12.71,70.87,476.12,985.77,3.11,mothbeans
35,51,17,28.79929247,49.84213387,3.558822825,1.66,18.31,79.72,643.84,1015.9,3.59,mothbeans
17,56,17,27.94293692,45.41393636,5.9565851,2.09,13.36,91.57,918.94,1028.36,12.35,mothbeans
28,57,17,30.47757686,61.58245338,9.416003106,1.48,25.69,68.99,679.99,1023.64,7.85,mothbeans
22,36,16,30.58139475,50.77148138,8.18422855,3.12,21.13,89.86,827.69,1001.95,25.36,mothbeans
11,41,19,26.85911286,41.81420849,5.131779302,2.47,21.56,50.57,798.82,995.03,6.04,mothbeans
38,38,18,26.31051759,61.18749126,6.294130313,1.48,16,83.53,568.96,1011.86,14.06,mothbeans
23,37,24,28.77833449,44.2252605,7.991902443,3.39,15.17,85.29,855.75,1010.73,19.01,mothbeans
25,35,20,28.90245417,43.35365671,8.923095695,3.6,22.86,77.28,621.66,984.66,4.07,mothbeans
40,45,20,29.37687468,57.69622912,6.878498176,1.41,21.66,95.6,669.02,989.78,7.18,mothbeans
23,58,19,24.17093241,58.25204566,5.243634849,3.41,16.41,48.01,929.7,986.91,16.03,mothbeans
2,56,23,26.65333029,59.79023382,7.550090941,2.16,20.71,65.06,480.91,1023.22,22.36,mothbeans
3,56,17,28.19912143,53.50567601,8.709291688,2.28,16.17,47.49,209.28,1004.24,28.42,mothbeans
26,51,25,28.76488954,52.62741529,7.792508068,1.87,16.13,53.71,991.03,1024.51,14.32,mothbeans
39,42,20,29.3499706,61.25353851,8.055908858,1.92,11.5,56.24,738.51,1015.3,14.63,mothbeans
27,59,20,28.00937423,52.60950014,4.397698806,3.58,22.39,77.06,468.75,986.71,2.1,mothbeans
24,45,19,26.85851927,48.8246387,5.952384957,1.63,12.99,70.36,322.5,1022.16,12.64,mothbeans
7,40,17,31.2123945,40.92604945,8.532078733,1.91,15.49,51.63,861.79,1014.22,2.09,mothbeans
15,45,23,24.20422636,61.43378674,7.224193642,1.96,17.71,69.77,479.88,984.85,16.93,mothbeans
26,52,23,29.98835437,49.60384796,4.931890506,1.86,16.1,82.12,684.17,1006.5,16.83,mothbeans
20,45,16,29.93964907,54.61813464,4.626212446,2.5,13.34,48.22,580.3,1024.61,21.82,mothbeans
34,54,24,31.2119298,41.55934359,5.026003659,3.52,18.08,66,441.21,982,25.57,mothbeans
19,51,25,26.80474415,48.23991436,3.5253661,2.96,13.4,64.38,396.61,997.95,0.41,mothbeans
29,41,21,31.49398069,62.84916863,8.86979671,3.58,23.56,52.53,123.34,1010.91,9.48,mothbeans
20,50,22,30.99694676,46.42693735,9.406887533,1.68,21.92,85.25,614.76,997.18,14.61,mothbeans
11,40,23,29.61253065,63.04749127,5.80428611,1.74,22.82,60.56,276.04,1005.75,19.31,mothbeans
15,54,15,29.97604322,57.03184356,8.35495812,2.9,23.4,73.98,977.1,988.1,4.88,mothbeans
35,55,22,30.88883074,52.62696801,8.634929739,3.3,11.72,92.98,995.27,1029.82,19.69,mothbeans
9,59,25,30.39321309,60.16299493,7.699200949,3.59,19.34,82.85,670.71,1029.73,13.98,mothbeans
40,45,18,30.43683729,55.20522037,5.261285926,3.38,13.34,82.07,250.07,1026.9,16.24,mothbeans
35,38,19,25.32688786,63.18180319,9.112771682,2.24,22.33,70.96,232.21,988.06,22.87,mothbeans
14,58,17,30.53684308,59.96664731,4.605700542,3.23,13.61,62.77,605.5,988.97,22.08,mothbeans
40,55,18,30.38257873,40.5926071,7.115994051,3.09,21.09,62.37,752.23,1011.51,6.66,mothbeans
18,36,23,24.01825377,53.76623369,7.214078621,2.77,11.01,75.86,348.16,1007.67,12.37,mothbeans
35,52,15,28.69841277,61.14754363,9.93509073,1.47,21.91,64.46,236.94,998.35,21.62,mothbeans
4,59,22,29.33743412,49.00323081,8.914074888,3.28,22.19,85.72,101.61,1006.22,11.5,mothbeans
22,51,16,27.96583691,61.34900107,8.639586199,2.6,12.7,57.07,633.31,993.87,24.89,mothbeans
33,47,17,24.86803974,48.27531965,8.621514073,3.17,15.51,94.68,723.79,989.85,24.69,mothbeans
2,51,17,25.87682261,45.96341933,5.838508699,1.75,13.72,90.97,668.57,1021.91,24.62,mothbeans
16,51,21,31.01963639,49.9767522,3.532008668,3.22,24.89,75.11,912.89,1017.89,11.87,mothbeans
19,55,20,27.43329405,87.80507732,7.18530147,2.78,11.51,50.62,156.76,1013.13,15.01,mungbean
8,54,20,28.3340432,80.77275974,7.034214276,3.16,13.21,84.1,477.68,1000.63,19.67,mungbean
36,55,20,27.01470397,84.34262707,6.635968698,2.56,21.9,92.67,321.71,1004.67,14.88,mungbean
10,56,16,28.17432665,81.04554836,6.828187499,1.51,19.31,83.24,882.83,980.14,3.34,mungbean
22,56,17,29.87888063,87.32761241,6.89077995,1.61,16.93,73.19,962.23,996.14,21.02,mungbean
9,57,24,29.89232778,89.71503316,7.165121109,1.34,20.45,69.77,136.62,1016.18,3.13,mungbean
34,59,23,28.56212158,83.24855855,6.935804256,2.56,16.69,77.72,964.34,982.02,28.77,mungbean
31,51,25,27.53592929,85.5701901,7.196774236,3.05,11.99,49.78,354.73,985.02,18.56,mungbean
0,49,18,29.68361658,87.93598094,6.990095452,1.36,14.5,74.09,530.44,1027.37,22.33,mungbean
21,39,20,28.14448546,82.1193047,7.064782138,3.34,13.74,66.07,868.63,997.7,21.84,mungbean
28,35,22,29.53037621,86.73346018,7.156563094,1.67,26.44,71.22,257.07,1026.58,17.97,mungbean
17,52,17,27.88352946,86.45147631,6.364967184,2.96,19.29,70.57,402.32,1018.04,0.21,mungbean
24,42,23,28.22471276,82.35916228,6.428054409,2.91,25.44,72.55,944.56,980.95,12.45,mungbean
28,46,16,29.008124,84.96089355,6.664187809,2.99,27.58,47.59,152.04,1016.78,13.58,mungbean
21,38,21,29.75538903,86.45193297,6.637677489,3.38,12.84,82.65,507.82,996.68,19.99,mungbean
34,60,25,29.78416743,85.16906976,6.79385576,1.52,15.07,86.71,827.53,1009.99,13.6,mungbean
19,53,22,27.8640132,80.4513142,6.852884643,1.92,18.42,53.84,573.16,983.55,9.17,mungbean
31,58,15,27.11026483,84.96771717,7.121571293,2.75,26.73,62.52,792.65,985.53,1.14,mungbean
19,35,24,27.11030369,83.64274107,6.883308033,1.36,25.67,54.77,642.13,985.75,3.49,mungbean
24,53,17,28.95451232,89.07866095,6.421271178,1.65,23.01,86.88,126.21,1011.77,25.18,mungbean
13,47,20,29.21780035,87.93724219,6.54450214,3.47,14.77,67.69,297.07,1019.78,1.76,mungbean
31,53,16,28.7420098,85.81675947,6.452006451,1.81,22.23,78.99,659.5,1001.26,27.92,mungbean
28,45,23,29.65021184,80.29868321,6.489259136,1.57,22.08,92.43,608.12,981.97,4.64,mungbean
31,37,21,27.23924995,86.404241,6.713410626,3.44,27.34,90.89,476.42,1029.88,11.4,mungbean
33,60,15,28.95172351,81.67085323,6.510840928,2.02,18.74,63.74,346.29,1003.26,26.49,mungbean
34,45,21,28.18837136,82.60629652,6.287380117,2.28,13,89.08,463.09,980.54,9.23,mungbean
13,57,25,28.30041493,86.20681554,6.86308576,2.31,25.43,55.52,828.4,1010.85,24.75,mungbean
33,57,17,27.89636126,88.71782287,6.78415271,3.57,16.44,71.71,476.51,1007.57,3.64,mungbean
32,57,22,28.6899851,87.50436797,6.769415888,2.41,13.43,86.51,537.95,988.25,3.08,mungbean
23,59,25,27.8262623,88.73100226,6.320768488,2.95,13.23,63.01,544.04,988.33,5.58,mungbean
35,41,18,28.70562673,81.59200689,6.705008504,1.68,15.93,60.84,445.61,1028.96,28.1,mungbean
6,48,24,28.6362812,84.61431076,6.790736339,2.63,15.85,85.21,456.55,1013.18,8.05,mungbean
29,36,25,28.28511547,88.4393979,7.130278657,1.46,16.14,49.91,306.34,990.02,9.42,mungbean
4,36,22,27.60887393,86.13316408,7.012740397,1.44,19.23,68.47,651.4,981.15,2.31,mungbean
10,59,22,28.60901145,86.99495766,7.155685016,2.3,21.2,60.69,921.26,990.71,2.13,mungbean
14,48,21,29.24598976,84.80084105,6.991242362,3.32,23.61,54.42,698.81,1014.32,12.23,mungbean
8,50,21,28.62911222,89.1148059,6.218923893,2.54,15.77,64.9,164.42,1024.52,13.56,mungbean
20,40,15,29.57329479,88.07505524,7.199495368,2.94,17.82,94.2,864.11,1018.4,3.09,mungbean
36,43,22,27.82684262,87.16679147,6.389882166,2.08,15.88,58.19,343.45,1021.6,4.84,mungbean
14,57,15,29.8757015,83.14796296,6.623438282,1.98,15.16,67.69,582.29,998.37,11.64,mungbean
11,60,23,27.33684386,88.50229102,7.033012777,2.76,27.39,63.99,412.73,992.66,24.01,mungbean
10,59,15,29.83040388,89.30428305,6.32400451,2.61,24.01,84.85,714.69,985.59,8.93,mungbean
7,60,25,28.2753171,82.76020821,6.397636709,1.6,22.31,54.62,278.07,989.3,8.27,mungbean
2,47,15,29.86860065,85.99127934,6.401455706,1.68,14.14,74,216.62,1002.3,6.79,mungbean
20,45,22,29.5888162,89.9939693,6.904587016,2.97,15.18,48.37,571.95,981.56,3.66,mungbean
2,39,15,28.07219563,82.9116472,6.478557136,1.52,18.65,84.31,932.75,995.33,11.83,mungbean
27,40,24,27.84026517,89.99615558,7.063022095,1.27,27.9,61.96,808.54,989.18,24.19,mungbean
35,48,15,27.10818093,87.4512669,6.981758362,1.32,12.61,78.85,980.39,1015.92,26.17,mungbean
4,59,25,27.68515114,81.94268594,6.227134139,2.37,18.08,79.55,362.65,1009.04,7.29,mungbean
1,48,24,29.34594634,85.60472562,6.232836962,3.03,17.91,91.05,796.81,1021.26,4.88,mungbean
36,43,21,28.36319404,84.8593608,7.140437859,2.98,11.93,71.41,215.36,983.92,15.03,mungbean
11,46,24,27.65280218,89.80650642,6.459252023,2.36,11.22,78.14,761.97,991.09,17.48,mungbean
34,47,19,27.31372793,85.44815232,6.568795404,1.83,24.8,72.35,588.05,1015.43,8.32,mungbean
21,44,18,27.06909959,86.89934108,7.12851089,1.84,19.28,74.66,190.37,1026.19,4.15,mungbean
17,58,20,28.06642822,85.91625451,6.42937879,2.47,16.77,59.25,342.9,990.49,11.89,mungbean
25,40,21,27.73329078,81.13903037,6.248900919,3.26,11.2,84.32,180.47,997.2,20.21,mungbean
2,38,18,27.53632932,89.92908171,6.619891498,1.58,25.81,49.79,886.04,1011.88,27.77,mungbean
9,48,20,29.66461594,84.28187572,6.377568542,1.51,24.32,75.52,213.32,1011.06,26.06,mungbean
37,49,25,29.9145443,85.85384444,6.415459592,1.7,22.23,61.38,840.64,1024.88,3.04,mungbean
36,38,15,28.36363858,87.59810657,6.320662012,2.9,20.24,69.76,444.71,980.27,28.94,mungbean
40,58,15,29.46416042,87.60890009,6.978400282,1.94,15.78,67.3,140.63,994.24,18.6,mungbean
30,44,16,29.73013036,82.89166381,6.442335593,1.27,11.94,86.33,943.33,992.59,11.84,mungbean
1,59,23,27.46852989,87.17649,7.184398832,2.47,26.53,85.4,967.11,983.42,26.15,mungbean
9,48,22,27.77076285,87.09979549,6.402926221,3.03,23.27,93.48,529.47,983.93,29.42,mungbean
14,41,17,29.12939524,88.48312598,7.085982325,1.61,23.33,67.39,573.47,1013.01,9.97,mungbean
35,52,19,27.10606808,89.89593328,6.698574085,2.01,14.21,93.29,800.6,1000.81,1.63,mungbean
31,48,17,28.88078945,86.94206817,6.594739424,2.71,23.4,76.32,905.65,996.12,6.77,mungbean
4,41,20,28.14720892,83.8001509,6.647965508,2.54,21.08,83.81,661.18,998.63,11.48,mungbean
30,37,25,29.89129144,80.14487166,7.120032489,2.71,14.7,71.8,820.64,1027.03,29.56,mungbean
9,35,20,27.41503453,80.98004661,6.91380932,3.48,12.72,58.79,483.33,1022.79,20.48,mungbean
20,41,20,29.27308605,89.4875022,7.073048264,3.14,13.14,93.7,413,1028.03,24.62,mungbean
37,50,23,29.65296893,88.48587386,6.5304707,3.05,17.13,51.32,113.97,994.88,22.65,mungbean
34,35,21,28.44524991,82.67639542,6.684381357,3.09,13.86,73.48,353.73,992.92,25.62,mungbean
14,37,15,27.96235681,83.97586797,6.581351374,3.57,21.13,61.15,689.26,996.57,23.1,mungbean
23,39,22,29.25649321,81.97952224,6.86483915,1.3,14.74,70.98,958.21,1029.89,21.07,mungbean
5,45,21,28.36291385,88.00989267,6.487124217,1.94,12.19,64.08,290.58,1008.42,8.22,mungbean
22,37,20,27.62749466,86.49366929,6.605733068,3.11,15.49,82.17,964.3,996.65,12.64,mungbean
40,51,17,28.66086349,86.12194568,6.860602782,3.55,13.98,55.45,660,989.69,21.53,mungbean
27,56,20,29.2114218,87.11497805,6.41874299,1.79,27.67,47.17,515.73,993.72,14.7,mungbean
31,40,22,29.40889385,86.16063492,6.365513634,1.27,18.08,79.39,882.7,1022.63,8.07,mungbean
38,36,21,28.02952623,84.8845732,6.556372966,1.53,27.64,92.16,814.5,999.78,23.42,mungbean
6,37,17,28.08657178,80.35005927,6.760694228,2.98,24.66,58.39,595.89,1001.22,9.92,mungbean
6,47,18,29.16174608,80.28038146,6.715276663,2.26,19.27,90.25,823.64,1027.09,14.56,mungbean
24,44,17,29.8596912,80.03499648,6.666380512,2.78,15.34,59.8,477.05,985.12,6.05,mungbean
25,59,19,29.06631494,83.6869203,6.626629798,2.06,18.35,48.93,219.68,1007.02,11.03,mungbean
32,56,21,27.38538997,88.66663953,6.702772465,2.74,16.39,48.21,437.7,1014.76,4.37,mungbean
8,45,18,27.93034941,85.42058715,7.011030515,2.63,18.85,51.44,387.58,995.34,14.15,mungbean
19,39,17,29.2808618,81.8009244,6.890156495,1.76,27.11,65.63,392.95,1029.98,12.73,mungbean
39,37,15,28.9973145,83.78911515,6.821747052,1.56,16.79,71.15,248.79,1007.44,16.01,mungbean
33,37,19,27.92678579,86.5543196,7.183189922,1.84,17.15,83.82,631.74,988.59,8.44,mungbean
26,54,17,28.5474135,88.9570454,6.27258822,1.46,16.87,83.75,863.39,1017.99,8.27,mungbean
21,51,15,29.36488409,89.1886954,6.679127482,1.84,24.19,93.67,925.65,1003.8,0.66,mungbean
22,54,20,28.56149805,83.63802195,6.689825155,1.91,11.87,84.91,603.32,1012.49,26.51,mungbean
29,45,16,28.43683487,87.91332682,6.583381939,3.55,23.96,76.68,359.04,1010.99,21.53,mungbean
4,40,21,28.79728147,80.45744422,6.725551062,2.07,20,84.12,853.84,1029.73,14.7,mungbean
10,37,22,28.7275267,89.12760359,7.069747814,1.94,24.95,70.63,890.27,1014.19,11.56,mungbean
4,44,19,27.95639663,83.52706038,6.921993878,2.18,23.37,94.49,383.06,1014.28,21.71,mungbean
20,45,17,28.17458662,83.69659318,6.770955317,2.17,12.88,78.43,130.27,1023.32,15.77,mungbean
23,45,23,28.77653519,86.69133979,6.983130466,3.07,14.87,81.9,208.5,998.5,21.07,mungbean
25,48,21,28.438097,83.48991368,6.267684328,2.33,27.41,65.71,875.94,1011.68,15.19,mungbean
56,79,15,29.48439992,63.19915325,7.454532137,3.22,27.43,90.59,888.21,1007.16,23.42,blackgram
25,62,21,26.73433965,68.13999721,7.040056094,3.08,15.48,54.64,296.95,1017.31,1.98,blackgram
42,61,22,26.27274407,62.28814857,7.418650668,2.21,12.69,75.08,726.49,1017.65,25.45,blackgram
42,73,25,34.03679184,67.21113844,6.501869314,1.71,13.64,60.37,988.5,999.82,15.94,blackgram
44,58,18,28.03644051,65.06601664,6.814410928,3.18,14.3,47.8,287.47,994.02,23.47,blackgram
50,55,16,28.81460716,65.33538112,7.581442888,2.4,14.33,65.16,156.04,1002.96,13.42,blackgram
35,72,21,34.03619494,64.28791388,7.741418772,1.55,23.89,76.27,353.98,997.79,18.14,blackgram
30,64,20,33.8642935,61.57072498,6.573531614,3.36,23.37,83.29,935.56,989,22.02,blackgram
27,64,21,32.84213012,68.68401492,7.543804223,3.52,26.66,74.93,393.78,997.39,29.1,blackgram
50,74,17,27.10053268,63.36085585,6.5408208,1.26,23.73,90.94,735.11,1023.9,9.61,blackgram
39,73,24,25.65842532,61.18235808,7.22405917,2.87,19.52,48.98,171.07,985.68,22.48,blackgram
57,67,25,32.34744009,66.61452812,7.551364319,2.65,11.39,91.46,745.23,1003.19,25.94,blackgram
52,63,19,29.58949031,68.32176769,6.928898659,1.98,24.2,82.77,253.23,1011.96,9.81,blackgram
55,66,22,30.91219459,68.79427388,7.747775263,2.87,20.3,62.14,496.31,1003.65,16.6,blackgram
51,56,18,28.12787838,64.2097765,6.706505915,3.56,21.63,58.3,971.17,1001.08,23.69,blackgram
36,66,15,30.08545364,69.34811988,6.668238556,1.66,22.07,85.23,111.76,1017.72,20.06,blackgram
59,55,19,31.74379487,62.51007687,7.332375138,2.83,26.57,81.66,372.64,989.59,10.93,blackgram
50,58,23,27.81326852,62.50460464,7.596802025,3.17,18.65,82.68,447.29,986.56,20.43,blackgram
30,65,25,32.88733849,64.59457409,7.70650895,2.69,14.06,61.85,801.52,1023.94,6.44,blackgram
20,62,18,29.36358721,64.98742947,7.366542647,2.93,25.56,55.53,215.89,1001.82,17.55,blackgram
58,71,15,27.82592799,67.5861883,6.919243702,1.86,25.16,72.53,493.5,1012.8,21.9,blackgram
25,71,24,28.49538735,60.44848407,7.187721818,2.1,11.57,74.39,635.99,983.93,21.68,blackgram
52,71,16,27.74274761,68.53997144,7.075886472,1.45,23.27,95.38,946.33,1010.31,18.83,blackgram
40,63,18,30.41588462,67.66323804,6.74441168,2.93,27.48,78.75,778.62,1015.95,25.88,blackgram
20,60,25,27.3254209,69.09047809,6.726469088,1.39,25.13,54.09,480.95,985.42,18.9,blackgram
48,61,21,30.28496619,61.69295127,6.628264883,2.62,14.37,93.45,177.1,1024.18,26.68,blackgram
49,68,22,28.56840626,61.53278622,7.127064207,3.08,21.66,65.84,174.55,1008.86,17.73,blackgram
48,62,15,25.36586097,66.6379724,7.538631462,1.48,23.96,75.41,630.02,1029.58,1.37,blackgram
32,66,17,34.9466155,65.26774011,7.162357641,2.84,16.53,92.93,550.02,1012.89,15.1,blackgram
21,63,22,25.09737391,67.72837887,6.859409487,2.12,21.02,65.81,490.91,1009.66,14.4,blackgram
20,72,19,32.47648301,64.34848735,7.397190844,2.99,23.19,80.42,675.28,994.76,6.97,blackgram
25,65,21,33.86351172,68.59232289,6.880245789,2.9,26.03,79.35,500.53,1018.73,19.85,blackgram
41,78,21,25.19857725,60.37332688,6.581313137,2.29,26.85,74.27,717.74,982.62,5.95,blackgram
53,67,17,31.77681682,69.01852894,7.296972161,2,16.92,67.12,909.06,1002.29,12.5,blackgram
39,60,21,34.89814946,63.59948557,6.97297656,3.05,16.06,85.75,730.31,992.42,15.02,blackgram
25,76,17,31.74105409,68.63525428,7.241148507,1.44,18.7,75.88,973.44,992.5,28.37,blackgram
21,78,19,27.16159076,66.76017239,6.92009048,2.8,17,54.69,258.51,1025.55,26.21,blackgram
57,60,17,26.23773129,67.88521396,7.504608385,1.22,17.14,86.78,651.84,997.39,12.06,blackgram
56,75,15,30.20157245,60.06534859,7.152272256,1.76,26.29,95.3,567.57,1005.2,26.68,blackgram
49,72,15,31.55846339,67.83563765,7.137004749,1.98,26.98,67.88,954.65,995.58,23.47,blackgram
24,80,19,29.67892453,69.0854554,6.808041722,2.23,17.36,82.75,342.65,1009.61,7.95,blackgram
49,76,18,27.05365239,67.7017527,7.393631868,2.62,17.49,91.69,387.21,984.87,19.88,blackgram
28,68,19,34.63880966,61.38597868,7.69950698,3.51,19.37,58,103.13,981.39,2.48,blackgram
55,78,21,33.39438752,62.93692886,6.602888249,1.56,16.94,54.27,943.52,987.19,9.99,blackgram
50,64,25,28.84079155,63.37230676,6.734447425,3.44,16.48,69.4,698.71,1023.02,25.39,blackgram
34,80,19,31.49338309,63.0563645,6.521217963,3.55,23.33,60.44,567.05,994.45,29.97,blackgram
20,68,23,25.54960633,63.95425534,7.707332484,2.67,25.93,92.26,725.11,981.41,24.71,blackgram
55,67,16,34.37329112,69.69366426,6.596719015,2.97,17.48,72.26,141.07,992.24,15.15,blackgram
23,70,15,34.6008247,63.11296779,7.403623355,2.25,24.98,75.67,445.63,1013.65,25.49,blackgram
53,74,15,29.43463808,64.94329356,7.517097,3.36,16.33,75.28,515.06,1029.72,26.84,blackgram
26,67,16,29.10713092,67.90577375,7.17620823,3.03,20.23,80.81,293.61,992.05,3.3,blackgram
33,80,22,28.57006111,65.71765781,6.593961761,2.21,16.41,68.95,704.87,999.54,19.4,blackgram
37,79,19,27.54384835,69.3478631,7.143942758,3.2,12.68,66.66,544.65,1004.08,18.77,blackgram
33,75,21,33.04687968,68.93875631,6.690655045,1.74,16.63,52.24,146.5,1010.08,2.81,blackgram
22,55,20,33.95309131,69.96100028,7.423530351,1.39,22.01,75.94,527.26,985.36,14.22,blackgram
20,68,17,30.11873003,60.11680815,6.578714843,1.62,13.15,78.73,619.3,1012.34,8.92,blackgram
43,68,20,29.57812712,66.17587668,7.497469256,3.4,12.94,84.98,151.69,1015.69,24.43,blackgram
44,76,22,27.26458947,68.01232937,7.775306272,1.75,15.69,86.42,203.94,997.78,29.53,blackgram
34,60,16,31.35730791,64.24992106,7.322555223,2.95,18.49,79.27,359.14,1011.79,7.64,blackgram
21,72,17,31.52104732,66.55723677,7.580527339,1.95,18.6,79.27,608.73,991.6,17.82,blackgram
25,68,19,29.39982732,64.25510719,7.108450121,1.52,21.88,89.17,162.19,1002.24,21.35,blackgram
41,62,15,29.38400259,64.14928485,7.358974541,3.6,11.69,72.01,861.58,1002.37,9.96,blackgram
28,65,23,28.38686534,61.88871127,7.405176138,2.71,27.01,80.4,267.54,1007.75,1.52,blackgram
35,64,15,28.47442276,63.53604453,6.500144962,2.6,17.41,52.81,881.72,1014.56,28.85,blackgram
52,58,16,30.64095781,61.14508627,7.167435834,1.98,19.38,90.88,107.79,986.77,25.08,blackgram
58,75,25,25.25596239,61.36669662,7.261791753,3.41,15.35,55.22,139.41,1021.3,2.07,blackgram
34,66,19,32.97030511,60.18122078,7.586642101,3.35,13.49,94.81,197.43,1016.65,10.53,blackgram
52,70,16,33.66855394,66.60416867,7.534811833,2.06,12.59,53.97,761.2,1003.2,3.21,blackgram
23,57,19,32.83963757,67.99803573,7.251000789,1.88,27.5,91.15,469.51,994.18,4.16,blackgram
42,58,25,27.45853567,62.90020977,6.513620918,2.3,18.8,89.89,325.37,983.94,7.23,blackgram
37,62,17,25.68576704,69.84354028,7.121254928,3.53,15.09,72.24,897.67,1005.3,18.8,blackgram
44,75,22,30.0328403,64.14800537,7.574561547,1.71,11.78,74.49,555.93,1026.34,11.47,blackgram
21,80,20,28.20667264,68.27085245,7.350869792,2.37,19.64,66.79,894.48,1017.15,13.79,blackgram
56,76,16,28.27265858,61.18956161,7.513151076,3.38,15.71,78.36,131.42,1027.72,6.19,blackgram
29,76,15,28.5417236,64.2020154,7.025607706,1.72,13.91,65.13,629.51,1002.87,28.73,blackgram
43,61,20,26.87187036,61.61367264,6.804253866,3.15,23.37,59.74,857.29,1013.9,4.39,blackgram
55,60,15,32.79766751,68.77994074,7.163043872,1.5,27.86,52.53,494.88,1007.22,6.18,blackgram
